model,model_name,sku,status,brand,category,article_number,article_name,ean,qty,price,size,color,name_en,short_desc_en,full_description_en,image
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB00,1,Back To Basics,,B2B-TS160SLRB00,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,6",XS,royal blue,Ladies Stretch T-shirt Gina royal blue XS,Ladies Stretch T-shirt Gina royal blue XS,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB01,1,Back To Basics,,B2B-TS160SLRB01,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,7",S,royal blue,Ladies Stretch T-shirt Gina royal blue S,Ladies Stretch T-shirt Gina royal blue S,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB02,1,Back To Basics,,B2B-TS160SLRB02,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,8",M,royal blue,Ladies Stretch T-shirt Gina royal blue M,Ladies Stretch T-shirt Gina royal blue M,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB03,1,Back To Basics,,B2B-TS160SLRB03,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,9",L,royal blue,Ladies Stretch T-shirt Gina royal blue L,Ladies Stretch T-shirt Gina royal blue L,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB04,1,Back To Basics,,B2B-TS160SLRB04,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,65,XL,royal blue,Ladies Stretch T-shirt Gina royal blue XL,Ladies Stretch T-shirt Gina royal blue XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB05,1,Back To Basics,,B2B-TS160SLRB05,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,1",XXL,royal blue,Ladies Stretch T-shirt Gina royal blue XXL,Ladies Stretch T-shirt Gina royal blue XXL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB06,1,Back To Basics,,B2B-TS160SLRB06,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,2",3XL,royal blue,Ladies Stretch T-shirt Gina royal blue 3XL,Ladies Stretch T-shirt Gina royal blue 3XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB07,1,Back To Basics,,B2B-TS160SLRB07,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,3",4XL,royal blue,Ladies Stretch T-shirt Gina royal blue 4XL,Ladies Stretch T-shirt Gina royal blue 4XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRB08,1,Back To Basics,,B2B-TS160SLRB08,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,4",5XL,royal blue,Ladies Stretch T-shirt Gina royal blue 5XL,Ladies Stretch T-shirt Gina royal blue 5XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ROYAL_BLUE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE00,1,Back To Basics,,B2B-TS160SLRE00,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,5",XS,red,Ladies Stretch T-shirt Gina red XS,Ladies Stretch T-shirt Gina red XS,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE01,1,Back To Basics,,B2B-TS160SLRE01,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,6",S,red,Ladies Stretch T-shirt Gina red S,Ladies Stretch T-shirt Gina red S,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE02,1,Back To Basics,,B2B-TS160SLRE02,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,7",M,red,Ladies Stretch T-shirt Gina red M,Ladies Stretch T-shirt Gina red M,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE03,1,Back To Basics,,B2B-TS160SLRE03,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,8",L,red,Ladies Stretch T-shirt Gina red L,Ladies Stretch T-shirt Gina red L,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE04,1,Back To Basics,,B2B-TS160SLRE04,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"65,9",XL,red,Ladies Stretch T-shirt Gina red XL,Ladies Stretch T-shirt Gina red XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE05,1,Back To Basics,,B2B-TS160SLRE05,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,66,XXL,red,Ladies Stretch T-shirt Gina red XXL,Ladies Stretch T-shirt Gina red XXL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE06,1,Back To Basics,,B2B-TS160SLRE06,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"66,1",3XL,red,Ladies Stretch T-shirt Gina red 3XL,Ladies Stretch T-shirt Gina red 3XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE07,1,Back To Basics,,B2B-TS160SLRE07,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"66,2",4XL,red,Ladies Stretch T-shirt Gina red 4XL,Ladies Stretch T-shirt Gina red 4XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLRE08,1,Back To Basics,,B2B-TS160SLRE08,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"66,3",5XL,red,Ladies Stretch T-shirt Gina red 5XL,Ladies Stretch T-shirt Gina red 5XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLWH00,1,Back To Basics,,B2B-TS160SLWH00,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"66,4",XS,white,Ladies Stretch T-shirt Gina white XS,Ladies Stretch T-shirt Gina white XS,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG
