model,model_name,sku,status,brand,category,article_number,article_name,ean,qty,price,size,color,name_en,short_desc_en,full_description_en,image
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200AN05,1,Back To Basics,,B2B-PS200AN05,B2B Poloshirt Gabriel,"6,10E+12",1,"32,1",XXL,anthracite,Poloshirt Gabriel anthracite XXL,Poloshirt Gabriel anthracite XXL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_ANTHRACITE_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200AN06,1,Back To Basics,,B2B-PS200AN06,B2B Poloshirt Gabriel,"6,10E+12",1,"32,2",3XL,anthracite,Poloshirt Gabriel anthracite 3XL,Poloshirt Gabriel anthracite 3XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_ANTHRACITE_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200AN07,1,Back To Basics,,B2B-PS200AN07,B2B Poloshirt Gabriel,"6,10E+12",1,"32,3",4XL,anthracite,Poloshirt Gabriel anthracite 4XL,Poloshirt Gabriel anthracite 4XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_ANTHRACITE_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200AN08,1,Back To Basics,,B2B-PS200AN08,B2B Poloshirt Gabriel,"6,10E+12",1,"32,4",5XL,anthracite,Poloshirt Gabriel anthracite 5XL,Poloshirt Gabriel anthracite 5XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_ANTHRACITE_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200AN09,1,Back To Basics,,B2B-PS200AN09,B2B Poloshirt Gabriel,"6,10E+12",1,"32,5",6XL,anthracite,Poloshirt Gabriel anthracite 6XL,Poloshirt Gabriel anthracite 6XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_ANTHRACITE_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200AN10,1,Back To Basics,,B2B-PS200AN10,B2B Poloshirt Gabriel,"6,10E+12",1,"32,6",7XL,anthracite,Poloshirt Gabriel anthracite 7XL,Poloshirt Gabriel anthracite 7XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_ANTHRACITE_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL00,1,Back To Basics,,B2B-PS200BL00,B2B Poloshirt Gabriel,"6,10E+12",1,"32,7",XS,black,Poloshirt Gabriel black XS,Poloshirt Gabriel black XS,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL01,1,Back To Basics,,B2B-PS200BL01,B2B Poloshirt Gabriel,"6,10E+12",1,"32,8",S,black,Poloshirt Gabriel black S,Poloshirt Gabriel black S,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL02,1,Back To Basics,,B2B-PS200BL02,B2B Poloshirt Gabriel,"6,10E+12",1,"32,9",M,black,Poloshirt Gabriel black M,Poloshirt Gabriel black M,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL03,1,Back To Basics,,B2B-PS200BL03,B2B Poloshirt Gabriel,"6,10E+12",1,33,L,black,Poloshirt Gabriel black L,Poloshirt Gabriel black L,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL04,1,Back To Basics,,B2B-PS200BL04,B2B Poloshirt Gabriel,"6,10E+12",1,"33,1",XL,black,Poloshirt Gabriel black XL,Poloshirt Gabriel black XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL05,1,Back To Basics,,B2B-PS200BL05,B2B Poloshirt Gabriel,"6,10E+12",1,"33,2",XXL,black,Poloshirt Gabriel black XXL,Poloshirt Gabriel black XXL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL06,1,Back To Basics,,B2B-PS200BL06,B2B Poloshirt Gabriel,"6,10E+12",1,"33,3",3XL,black,Poloshirt Gabriel black 3XL,Poloshirt Gabriel black 3XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL07,1,Back To Basics,,B2B-PS200BL07,B2B Poloshirt Gabriel,"6,10E+12",1,"33,4",4XL,black,Poloshirt Gabriel black 4XL,Poloshirt Gabriel black 4XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL08,1,Back To Basics,,B2B-PS200BL08,B2B Poloshirt Gabriel,"6,10E+12",1,"33,5",5XL,black,Poloshirt Gabriel black 5XL,Poloshirt Gabriel black 5XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL09,1,Back To Basics,,B2B-PS200BL09,B2B Poloshirt Gabriel,"6,10E+12",1,"33,6",6XL,black,Poloshirt Gabriel black 6XL,Poloshirt Gabriel black 6XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200BL10,1,Back To Basics,,B2B-PS200BL10,B2B Poloshirt Gabriel,"6,10E+12",1,"33,7",7XL,black,Poloshirt Gabriel black 7XL,Poloshirt Gabriel black 7XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_BLACK_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR00,1,Back To Basics,,B2B-PS200GR00,B2B Poloshirt Gabriel,"6,10E+12",1,"33,8",XS,grey,Poloshirt Gabriel grey XS,Poloshirt Gabriel grey XS,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR01,1,Back To Basics,,B2B-PS200GR01,B2B Poloshirt Gabriel,"6,10E+12",1,"33,9",S,grey,Poloshirt Gabriel grey S,Poloshirt Gabriel grey S,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR02,1,Back To Basics,,B2B-PS200GR02,B2B Poloshirt Gabriel,"6,10E+12",1,34,M,grey,Poloshirt Gabriel grey M,Poloshirt Gabriel grey M,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR03,1,Back To Basics,,B2B-PS200GR03,B2B Poloshirt Gabriel,"6,10E+12",1,"34,1",L,grey,Poloshirt Gabriel grey L,Poloshirt Gabriel grey L,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
