model;model_name;sku;status;brand;category;article_number;article_name;material;ean;safety_standard;qty;buying_price;price;size;color;name_en;short_desc_en;full_description_en;image;model_image
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA10;1;"Back To Basics";"test category";B2B-RNSWNA10;"B2B Round neck sweater Nick navy 7XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;47.00;7XL;navy;"Round neck sweater Nick navy 7XL";"Round neck sweater Nick navy 7XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB00;1;"Back To Basics";"test category";B2B-RNSWRB00;"B2B Round neck sweater Nick royal blue XS";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;XS;"royal blue";"Round neck sweater Nick royal blue XS";"Round neck sweater Nick royal blue XS";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB01;1;"Back To Basics";"test category";B2B-RNSWRB01;"B2B Round neck sweater Nick royal blue S";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;S;"royal blue";"Round neck sweater Nick royal blue S";"Round neck sweater Nick royal blue S";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB02;1;"Back To Basics";"test category";B2B-RNSWRB02;"B2B Round neck sweater Nick royal blue M";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;M;"royal blue";"Round neck sweater Nick royal blue M";"Round neck sweater Nick royal blue M";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB03;1;"Back To Basics";"test category";B2B-RNSWRB03;"B2B Round neck sweater Nick royal blue L";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;L;"royal blue";"Round neck sweater Nick royal blue L";"Round neck sweater Nick royal blue L";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB04;1;"Back To Basics";"test category";B2B-RNSWRB04;"B2B Round neck sweater Nick royal blue XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;XL;"royal blue";"Round neck sweater Nick royal blue XL";"Round neck sweater Nick royal blue XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB05;1;"Back To Basics";"test category";B2B-RNSWRB05;"B2B Round neck sweater Nick royal blue XXL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;XXL;"royal blue";"Round neck sweater Nick royal blue XXL";"Round neck sweater Nick royal blue XXL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB06;1;"Back To Basics";"test category";B2B-RNSWRB06;"B2B Round neck sweater Nick royal blue 3XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;3XL;"royal blue";"Round neck sweater Nick royal blue 3XL";"Round neck sweater Nick royal blue 3XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB07;1;"Back To Basics";"test category";B2B-RNSWRB07;"B2B Round neck sweater Nick royal blue 4XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;4XL;"royal blue";"Round neck sweater Nick royal blue 4XL";"Round neck sweater Nick royal blue 4XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB08;1;"Back To Basics";"test category";B2B-RNSWRB08;"B2B Round neck sweater Nick royal blue 5XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;5XL;"royal blue";"Round neck sweater Nick royal blue 5XL";"Round neck sweater Nick royal blue 5XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB09;1;"Back To Basics";"test category";B2B-RNSWRB09;"B2B Round neck sweater Nick royal blue 6XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;48.00;6XL;"royal blue";"Round neck sweater Nick royal blue 6XL";"Round neck sweater Nick royal blue 6XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRB10;1;"Back To Basics";"test category";B2B-RNSWRB10;"B2B Round neck sweater Nick royal blue 7XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;49.00;7XL;"royal blue";"Round neck sweater Nick royal blue 7XL";"Round neck sweater Nick royal blue 7XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_ROYAL_BLUE_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRE00;1;"Back To Basics";"test category";B2B-RNSWRE00;"B2B Round neck sweater Nick red XS";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;49.00;XS;red;"Round neck sweater Nick red XS";"Round neck sweater Nick red XS";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_RED_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWRE01;1;"Back To Basics";"test category";B2B-RNSWRE01;"B2B Round neck sweater Nick red S";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;49.00;S;red;"Round neck sweater Nick red S";"Round neck sweater Nick red S";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_RED_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
