model;model_name;sku;status;brand;category;article_number;article_name;material;ean;safety_standard;qty;buying_price;price;size;color;name_en;short_desc_en;full_description_en;image;model_image
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR03;1;"Back To Basics";"test category";B2B-RNSWGR03;"B2B Round neck sweater Nick grey L";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;29.00;46.00;L;grey;"Round neck sweater Nick grey L";"Round neck sweater Nick grey L";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR04;1;"Back To Basics";"test category";B2B-RNSWGR04;"B2B Round neck sweater Nick grey XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;XL;grey;"Round neck sweater Nick grey XL";"Round neck sweater Nick grey XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR05;1;"Back To Basics";"test category";B2B-RNSWGR05;"B2B Round neck sweater Nick grey XXL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;XXL;grey;"Round neck sweater Nick grey XXL";"Round neck sweater Nick grey XXL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR06;1;"Back To Basics";"test category";B2B-RNSWGR06;"B2B Round neck sweater Nick grey 3XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;3XL;grey;"Round neck sweater Nick grey 3XL";"Round neck sweater Nick grey 3XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR07;1;"Back To Basics";"test category";B2B-RNSWGR07;"B2B Round neck sweater Nick grey 4XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;4XL;grey;"Round neck sweater Nick grey 4XL";"Round neck sweater Nick grey 4XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR08;1;"Back To Basics";"test category";B2B-RNSWGR08;"B2B Round neck sweater Nick grey 5XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;5XL;grey;"Round neck sweater Nick grey 5XL";"Round neck sweater Nick grey 5XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR09;1;"Back To Basics";"test category";B2B-RNSWGR09;"B2B Round neck sweater Nick grey 6XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;6XL;grey;"Round neck sweater Nick grey 6XL";"Round neck sweater Nick grey 6XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWGR10;1;"Back To Basics";"test category";B2B-RNSWGR10;"B2B Round neck sweater Nick grey 7XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;7XL;grey;"Round neck sweater Nick grey 7XL";"Round neck sweater Nick grey 7XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_GREY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA00;1;"Back To Basics";"test category";B2B-RNSWNA00;"B2B Round neck sweater Nick navy XS";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;46.00;XS;navy;"Round neck sweater Nick navy XS";"Round neck sweater Nick navy XS";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA01;1;"Back To Basics";"test category";B2B-RNSWNA01;"B2B Round neck sweater Nick navy S";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;S;navy;"Round neck sweater Nick navy S";"Round neck sweater Nick navy S";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA02;1;"Back To Basics";"test category";B2B-RNSWNA02;"B2B Round neck sweater Nick navy M";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;M;navy;"Round neck sweater Nick navy M";"Round neck sweater Nick navy M";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA03;1;"Back To Basics";"test category";B2B-RNSWNA03;"B2B Round neck sweater Nick navy L";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;L;navy;"Round neck sweater Nick navy L";"Round neck sweater Nick navy L";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA04;1;"Back To Basics";"test category";B2B-RNSWNA04;"B2B Round neck sweater Nick navy XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;XL;navy;"Round neck sweater Nick navy XL";"Round neck sweater Nick navy XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA05;1;"Back To Basics";"test category";B2B-RNSWNA05;"B2B Round neck sweater Nick navy XXL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;XXL;navy;"Round neck sweater Nick navy XXL";"Round neck sweater Nick navy XXL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA06;1;"Back To Basics";"test category";B2B-RNSWNA06;"B2B Round neck sweater Nick navy 3XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;3XL;navy;"Round neck sweater Nick navy 3XL";"Round neck sweater Nick navy 3XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA07;1;"Back To Basics";"test category";B2B-RNSWNA07;"B2B Round neck sweater Nick navy 4XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;30.00;47.00;4XL;navy;"Round neck sweater Nick navy 4XL";"Round neck sweater Nick navy 4XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA08;1;"Back To Basics";"test category";B2B-RNSWNA08;"B2B Round neck sweater Nick navy 5XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;47.00;5XL;navy;"Round neck sweater Nick navy 5XL";"Round neck sweater Nick navy 5XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
W-201-B2B-RNSW;"B2B Round neck sweater Nick";B2B-RNSWNA09;1;"Back To Basics";"test category";B2B-RNSWNA09;"B2B Round neck sweater Nick navy 6XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;31.00;47.00;6XL;navy;"Round neck sweater Nick navy 6XL";"Round neck sweater Nick navy 6XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm, terwijl het V-stiksel bij de hals een verfijnd detail toevoegt. Ideaal voor zowel alledaagse activiteiten als werkkleding.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- V-stiksel op de borst en halve maan in de nek. Ribkraag.<br/>- Duurzame 280-grams ronde hals sweater, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_RNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_RNSW_BLACK_FRONT.JPG
